index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes,age_certification_encoded,imdb_category_encoded
2355,ts79330,Girls Incarcerated,1,"An eight-part documentary series that goes behind the scenes at Madison Juvenile Correctional Facility in Indiana, where teenage girls struggle to overcome their troubled pasts and find hope for the future.",2018.0000000000002,TV-MA,45.0,tt8092942,7.299999999999999,1073.0,4,0
2357,ts85202,Brainchild,1,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",2018.0000000000002,TV-Y7,25.0,tt9203042,8.1,415.0,2,0
2360,tm330869,Show Dogs,0,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",2018.0000000000002,PG,90.0,tt5691024,3.9,4653.0,2,0
2361,tm350607,Escape from Mr. Lemoncello's Library,0,Can twelve 12-year-olds escape from the most ridiculously brilliant library ever created? Escape from Mr. Lemoncello's Library plunks a dozen sixth-graders into the middle of a futuristic library for a night of nonstop fun and adventure.,2017.0,G,69.0,tt5878476,5.4,440.0,1,0
2363,ts83457,Cleo & Cuquin,1,Sister and brother Cleo and Cuquin carry out different job roles to help their friends.,2018.0000000000002,TV-Y,7.0,tt7956374,8.0,98.0,1,0
2364,tm407295,Amateur,0,14-year-old basketball phenom Terron Forte has to navigate the under-the-table world of amateur athletics when he is recruited to an elite NCAA prep school.,2018.0000000000002,R,96.00000000000001,tt5580392,5.9,4303.0,4,0
2365,ts82181,Back Street Girls: Goku Dolls,1,"A group of 3 yakuza failed their boss for the last time. After messing up an important job, the boss gave them 2 choices: honorably commit suicide, or go to Thailand to get a sex reassignment surgery in order to become ""female"" idols. After a gruesome year training to become idols, they successfully debut, with overwhelming popularity, much to their dismay. This is where their tragedy truly begins.",2018.0000000000002,TV-MA,24.000000000000004,tt8693818,6.6,815.0,4,0
2366,tm282910,Fireworks,0,"Moshimo, Japan. The annual fireworks festival is about to take place and a group of schoolboys, arguing over whether they are round or flat when viewed from different angles, set out to find it out.",2017.0,PG-13,90.0,tt6317962,5.6,3147.0,3,0
2367,ts53516,Edgar Rice Burroughs' Tarzan and Jane,1,"Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",2017.0,TV-Y7,21.0,tt6216718,4.8,270.0,2,0
2368,tm429984,Pachamama,0,A young boy living in a remote village in the Andes Mountains dreams of becoming shaman.,2018.0000000000002,PG,72.0,tt5541002,6.799999999999999,848.0,2,0
2370,tm419496,Lust Stories,0,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,2018.0000000000002,R,119.99999999999999,tt8439854,6.4,10725.0,4,0
2371,tm344173,All I Wish,0,"A woman struggles to escape the clutches of her overbearing, co-dependent mother, while gradually falling for a sexy, sophisticated attorney.",2018.0000000000002,G,94.0,tt1492705,5.2,1564.0,1,0
2372,ts95274,Age of Tanks,1,"The history of the powerful weapon on land, the tank. Covers its entire history, from paper designs of the early-1900s to the beasts of the present day.",2017.0,TV-PG,54.0,tt8107992,7.299999999999999,852.0,2,0
2373,tm294581,The Clapper,0,15 minutes of fame destroys the life of a man who works as a clapper in television.,2018.0000000000002,R,89.0,tt5461956,5.1,7425.0,4,0
2375,ts118696,Robot Trains,1,"Set in the ""Train World"" where all citizens are trains. However, among the residents there are special trains that can transform into robots, the Robot Trains. Featuring our 5 train heroes, with special powers: Kay, Alf, Duck, Selly and Victor - and their exciting adventures. Can the Robot Trains save the village from the evil dark forces that be?",2017.0,TV-Y7,12.000000000000002,tt7216288,6.0,87.0,2,0
2379,ts82867,Becoming Champions,1,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,2018.0000000000002,TV-G,45.0,tt8796068,6.699999999999999,389.0,1,0
2380,ts83554,Inside the Criminal Mind,1,Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals.,2018.0000000000002,TV-MA,48.00000000000001,tt6775794,5.4,986.0000000000001,4,0
2381,ts58442,Live Up To Your Name,1,"Heo Im is an oriental doctor, acknowledged as the best in acupuncture and moxibustion in Joseon. His success is blocked due to his low status.

One day, Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.",2017.0,TV-MA,69.0,tt7094874,8.0,1224.0,4,0
2383,tm232464,Raees,0,"Set in the early â€™80s and â€™90s in Gujarat, India, â€˜Raeesâ€™ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",2017.0,R,143.0,tt3405236,6.699999999999999,43835.0,4,0
2385,tm413049,Animal World,0,"Drifting aimlessly through life, Kaisi (Li Yi Feng) has racked up debts of several million having borrowed money from his friends. Lured with the promise of writing it all off, Kaisi leaves his ailing mother and childhood sweetheart Qing (Zhou Dongyu) to board the ship Destiny and attend a gambling party controlled by the mysterious Anderson (Michael Douglas).  All players join the game with stars. For each game they lose, their opponent captures a star. Everyone is holding daggers behind their backs plotting dirty means by which to overcome their opponents. The game quickly deteriorates into a slaughter and Kaisi must battle save his own skinâ€¦",2018.0000000000002,R,125.00000000000001,tt9257932,6.5,4367.0,4,0
2386,ts80030,Fastest Car,1,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,2018.0000000000002,TV-MA,45.0,tt8295694,7.1,1324.0,4,0
2392,ts82424,13 Reasons Why: Beyond the Reasons,1,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",2017.0,TV-MA,42.0,tt8615966,6.199999999999999,322.0,4,0
2396,ts83247,Stay Here,1,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018.0000000000002,TV-PG,32.0,tt8773338,7.4,1095.0,2,0
2398,ts79856,SWORDGAI The Animation,1,"A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",2018.0000000000002,TV-MA,22.0,tt7415066,5.799999999999999,907.0000000000001,4,0
2399,ts76509,Beyond Stranger Things,1,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",2017.0,TV-14,21.0,tt7570990,7.4,1883.0,3,0
2400,ts90880,44 Cats,1,"The adventures of four kittens who make up the musical group called The Buffycats, with stories focusing on themes of friendship, altruism, tolerance and diversity.",2018.0000000000002,TV-Y7,14.999999999999998,tt9699148,6.1,283.0,2,0
2404,tm429382,Nappily Ever After,0,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",2018.0000000000002,NC-17,100.0,tt0365545,6.4,9139.0,5,0
2407,ts80084,Dragon Pilot: Hisone and Masotan,1,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",2018.0000000000002,TV-14,24.000000000000004,tt8528256,6.9,494.0,3,0
2408,ts86279,Nailed It! Holiday!,1,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.",2018.0000000000002,TV-PG,36.0,tt8760264,7.699999999999999,1086.0,2,0
2411,tm366143,Maktub,0,"Steve & Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and become flesh and blood angels. They go on a journey of wish fulfilment for people who write requests on paper and put between the sacred stones of the Wailing Wall.",2017.0,PG-13,100.0,tt7252000,7.299999999999999,2831.0,3,0
2415,ts80042,ReBoot: The Guardian Code,1,Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,2018.0000000000002,TV-G,23.0,tt6849940,3.8,1189.0,1,0
2417,ts75718,Neo Yokio,1,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",2017.0,TV-MA,23.0,tt7343832,5.9,3359.0,4,0
2418,ts75620,Black,1,"A Grim Reaper, a detective and a woman who foresees death get ensnared in matters of life and death -- and dark mysteries of twenty years past.",2017.0,TV-MA,78.0,tt6380900,8.0,3665.0,4,0
2423,tm238587,Shepherds and Butchers,0,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017.0,R,106.0,tt4627352,6.799999999999999,3460.0,4,0
2431,tm372917,Pope Francis: A Man of His Word,0,"Pope Francis responds to questions from around the world, discussing topics including ecology, immigration, consumerism and social justice.",2018.0000000000002,PG,96.00000000000001,tt6915100,6.4,2240.0000000000005,2,0
2435,tm328175,Budapest,0,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018.0000000000002,R,102.0,tt7027092,5.4,2893.0,4,0
2439,ts76159,Super Monsters,1,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2017.0,TV-Y,12.000000000000002,tt6214876,6.299999999999999,411.0,1,0
2444,ts76793,Shot in the Dark,1,"Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",2017.0,TV-MA,35.0,tt10478382,8.0,1770.0,4,0
2451,ts55627,Time: The Kalief Browder Story,1,"The story of a teenager wrongfully charged with theft and jailed at Riker's Island prison for over 1,000 days.",2017.0,TV-MA,22.0,tt6133034,8.5,2641.0,4,0
2452,ts89067,Love and Fortune,1,"Wako Taira is 31-years-old. She works part-time at a cinema close to her home. Her boyfriend is Fu-kun and they have lived together for 3 years. She has never thought of breaking up with her boyfriend, considering her age. One day, she meets high school student Yumeaki Iko. She can't resist him. Wako Taira has an affair with Yumeaki Iko.",2018.0000000000002,TV-MA,69.0,tt8649316,7.299999999999999,547.0,4,0
2453,ts78145,Drug Lords,1,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",2018.0000000000002,TV-MA,45.0,tt7935522,6.799999999999999,1305.0,4,0
2454,ts83407,Follow This,1,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,2018.0000000000002,TV-MA,18.0,tt8560884,4.9,710.0,4,0
2455,ts85953,Paprika,1,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,2018.0000000000002,TV-Y,13.0,tt12740488,7.5,26.0,1,0
2457,ts83213,The Rise of Phoenixes,1,"When a secret from the past rears its head, respected warrior Feng Zhiwei is forced to choose between revenge and her loyalty to ruling prince Ning Yi.",2018.0000000000002,TV-14,45.0,tt7052634,8.4,1477.0,3,0
2462,tm515157,Point Blank,0,A top spy must clear his name when he faces military sanctions.,2017.0,NC-17,86.0,tt2499472,5.699999999999999,14184.0,5,0
2464,tm441198,The Princess Switch,0,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2018.0000000000002,PG,101.0,tt8954732,6.0,27650.0,2,0
2467,tm371212,My Perfect Romance,0,"Newly appointed CEO of Robinson Tech, Wes Robinson, is looking for new ideas to boost the company's sales. Vivian Blair, a program developer, shares a dating algorithm she has been working on called My Perfect Match. Wes sees potential and an opportunity to turn the company around and launches the service. When the pair is challenged to use My Perfect Match themselves to find love, this algorithm shows some interesting results.",2018.0000000000002,PG-13,91.0,tt7358936,4.6,3012.0,3,0
2471,tm358746,A Witches' Ball,0,"Every year the Witching World gathers to celebrate the newly inducted witches into their world. Beatrix (12) is eager to become part of this world, but when her pending magical status is jeopardized she needs the help of her furry best friend Muggs (voiced by Joey Fatone) to solve some magical riddles before the big event. Will Beatrix sink or soar on the night of the Witches' Ball?",2017.0,PG,90.0,tt5814408,5.2,376.0,2,0
2472,tm340587,Ittefaq,0,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.",2017.0,PG,106.99999999999999,tt6692354,7.199999999999999,12095.0,2,0
2475,ts85810,Al Hayba,1,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",2017.0,TV-PG,45.0,tt8585236,7.5,1201.0,2,0
2477,tm374357,Going for Gold,0,"Seventeen year old, Emma joins a high school cheerleading team when she moves to Australia with her dad who is a former Air Force Officer.",2018.0000000000002,G,89.0,tt7104578,4.8,537.0,1,0
2481,ts85217,Motown Magic,1,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush -- and the classic sounds of Motown.",2018.0000000000002,TV-Y,17.0,tt8959860,7.9,292.0,1,0
2484,ts89372,Titipo Titipo,1,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2018.0000000000002,TV-Y,18.0,tt12987396,6.6,19.000000000000004,1,0
2487,ts79988,Lost Song,1,"Rin, an energetic girl who loves to eat, lives in a verdant frontier village.

Deep within the royal palace in the bustling capital city, the songstress Finis spends her days in solitude.

Both share a special power no other person has. A miraculous power that can heal wounds, create water and stir the wind -- the power of song.  Guided by destiny, the two young women each face an arduous journey with the power of song.

The shadow of war looms over the kingdom, tainting even the miraculous songs with the blood of innocents.

Loved ones meet their deaths as silent screams echo through a stone prison.  As two destinies intersect, will the final song be one of despair, hope or...?",2018.0000000000002,TV-14,24.000000000000004,tt7211600,7.0,375.0,3,0
2488,ts78692,Rapture,1,Groundbreaking artists share their life stories in this vibrant documentary series that captures hip-hop's impact on global culture.,2018.0000000000002,TV-MA,59.99999999999999,tt7981052,5.4,11.0,4,0
2489,tm233484,Duck Duck Goose,0,"After heâ€™s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",2018.0000000000002,PG,82.0,tt4940416,5.699999999999999,3686.0,2,0
2490,tm440678,Revenger,0,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",2018.0000000000002,NC-17,102.0,tt9426186,5.699999999999999,4252.0,5,0
2491,ts84782,Larva Island,1,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",2018.0000000000002,TV-Y7,8.0,tt9077194,6.6,416.0,2,0
2493,ts82419,Zac & Mia,1,"""Zac and Mia"", based on the novel by A.J. Betts, about 2 teens battling cancer in the same hospital. In the real world, Zac and Mia would have pretty much nothing in common, but in the hospital, where they're the only 2 teens on the ward, they develop an unbreakable bond. If cancer is the variable that changed everything, the only constant is their ever-deepening need for one another.",2017.0,TV-14,20.0,tt7487358,7.799999999999999,621.9999999999999,3,0
2494,ts95011,Move,1,"The series is called MOVE and each episode brings us inside the life of a Canadian living with mental illness who has found a positive way to ""self-medicate"" through the discovery of exercise and human movement.",2018.0000000000002,TV-MA,25.0,tt9165300,7.5,112.0,4,0
2497,ts80342,AMO,1,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",2018.0000000000002,TV-MA,24.000000000000004,tt7218736,6.6,410.0,4,0
2500,tm427143,Edge of Fear,0,"After being stabbed in the heart by ruthless home invaders, a man is left for dead. Now weak, outnumbered, and knife sticking from his chest, he attempts to do the impossible: save his wife from these murderers before he bleeds to death.",2018.0000000000002,R,91.0,tt7149916,4.5,3124.0,4,0
2501,ts80479,Clean with Passion for Now,1,"Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",2018.0000000000002,TV-MA,69.0,tt7981562,7.0,1246.0,4,0
2502,tm375962,Nothing to Lose,0,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018.0000000000002,PG,130.0,tt6910020,2.3,23015.999999999996,2,0
2506,tm320489,Expedition Happiness,0,A German couple and their dog travel across North America in a school bus searching for a state of pure bliss.,2017.0,G,95.0,tt6688136,5.9,4483.0,1,0
2508,tm280060,Step Sisters,0,"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",2018.0000000000002,PG-13,104.0,tt5267472,5.4,4460.0,3,0
2509,tm363922,Dovlatov,0,"Dovlatov charts six days in the life of a brilliant, ironic writer who saw far beyond the rigid limits of 70s Soviet Russia. Sergei Dovlatov fought to preserve his own talent and decency with poet and writer Joseph Brodsky, while watching his artist friends got crushed by the iron-willed state machinery.",2018.0000000000002,PG-13,126.0,tt7763020,6.4,1974.0,3,0
2511,ts92726,They've Gotta Have Us,1,"The rise of black actors as they have gone from being the backdrop to calling the shots. This is the inside story of the turning points of black life on both sides of the lens, from Sidney Poitier and Harry Belafonte, to the present day.",2018.0000000000002,TV-14,58.99999999999999,tt9268756,7.699999999999999,292.0,3,0
2512,tm347850,SPF-18,0,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",2017.0,PG-13,75.0,tt7296862,3.2,5121.999999999999,3,0
2519,tm438995,A Christmas Prince: The Royal Wedding,0,"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding â€” but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom.",2018.0000000000002,PG,101.0,tt8709036,5.3,10658.0,2,0
2520,ts83070,72 Dangerous Animals: Asia,1,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018.0000000000002,TV-14,47.0,tt8728268,6.6,517.0,3,0
2521,ts85618,Prince of Peoria,1,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,2018.0000000000002,TV-Y7,26.0,tt8001718,5.699999999999999,471.0,2,0
2523,tm440996,Trevor Noah: Son of Patricia,0,"Trevor Noah gets out from behind the ""Daily Show"" desk and takes the stage for a stand-up special that touches on racism, immigration, camping and more.",2018.0000000000002,R,63.0,tt9170648,7.299999999999999,3970.0,4,0
2524,tm242765,Raising the Bar,0,"16-year-old Kelly quits an elite gymnastics program and moves to Australia. To help out a new friend and show up an old rival she re-enters competitive gymnastics, she'll have to find a way to move forward while making amends with her past.",2017.0,PG,93.0,tt5274066,5.5,1545.0,2,0
2525,tm348073,Pup Star: Better 2Gether,0,"Pup Star is back for an all-new adventure! After winning the canine competition show Pup Star and becoming an international pup sensation, Tiny, the adorable Yorkie, has her world turned upside down when an evil rival switches her out in competition with a street pup named Scrappy. The two pups find themselves living the others' very different life and an incredible journey through iconic cities ensues in this fun and hilarious dog-out-of-water adventure! As they prepare for the Pup Star competition to reach its finale, each experiences life through a very different collar and discover the importance of family and being true to yourself. At the finale, both Yorkies claim to be Tiny leaving everyone, including the judges, wondering â€“ who is the real Pup Star? A huge, fun musical adventure, â€˜Pup Star: Better 2getherâ€™ is filled with incredible singing pups, fantastic new paw-tapping songs, and an action packed heart-warming story that will have audiences of all ages howling for more!",2017.0,G,90.0,tt6357074,4.4,234.0,1,0
2526,tm307751,Jab Harry Met Sejal,0,"Haunted by the memories of home he once knew, a middle-aged tour guide unconsciously embarks on a journey to find self.",2017.0,PG,144.0,tt5997666,5.0,20501.0,2,0
2528,ts81596,Black Crows,1,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",2017.0,TV-MA,39.0,tt7356518,5.4,295.0,4,0
2530,tm445456,Pihu,0,"The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",2018.0000000000002,G,91.0,tt8458202,6.699999999999999,2411.0,1,0
2543,ts81485,Ponysitters Club,1,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,2018.0000000000002,TV-Y,23.0,tt7692572,6.0,116.0,1,0
2544,ts82445,Ashes of Love,1,Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.,2018.0000000000002,TV-14,43.0,tt8976346,8.5,1875.0,3,0
2549,ts85183,Vai Anitta,1,Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.,2018.0000000000002,TV-MA,40.0,tt8961530,5.6,448.0,4,0
2555,ts83045,Accidentally In Love,1,"The quirky experiences of a popular singer who returns to school and becomes seat mates with a seemingly ordinary girl.

When Si Tu Feng decides to go back to school, he becomes the center of attention as fans, classmates and the media follow his every move. He meets Chen Qing Qing, an ordinary student with a dual personality.",2018.0000000000002,TV-14,29.000000000000004,tt9077184,7.6,1100.0,3,0
2558,ts78707,The Joel McHale Show with Joel McHale,1,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018.0000000000002,TV-MA,29.000000000000004,tt7895706,7.1,2378.0,4,0
2559,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,1,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo GuzmÃ¡n, the worldâ€™s most-wanted drug lord.",2017.0,TV-MA,55.0,tt7334894,6.799999999999999,1073.0,4,0
2561,tm307774,Jagga Jasoos,0,A gifted teenage detective searches for his missing father with his ladylove assistant.,2017.0,PG,180.0,tt4129428,6.4,10092.0,2,0
2562,tm411503,Candy Jar,0,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018.0000000000002,PG-13,92.0,tt6744044,5.799999999999999,4950.0,3,0
2563,tm363329,Christmas Wedding Planner,0,"Wedding Planner, Kelsey Wilson, is about to have her big break: planning her beloved cousin's lavish and exclusive wedding. Everything is going smoothly until Connor McClane, a devilishly handsome private investigator, shows up and turns Kelsey's world upside-down. Hired by a secret source, Connor quickly disrupts the upcoming nuptials but wins Kelsey's heart in the process.",2017.0,PG,86.0,tt7074092,4.3,5913.0,2,0
2569,tm416458,The Insomnia Club,0,Three people with insomnia get together at a supermarket where they share their experiences.,2018.0000000000002,PG-13,84.0,tt6719840,6.199999999999999,497.0,3,0
2571,ts79086,Mariposa de barrio,1,"This drama reveals the difficult rise to fame of the Mexican-American singer Jenni Rivera, from her past of abuse to success as a band leader.",2017.0,TV-MA,46.0,tt6834120,7.6,237.99999999999997,4,0
2576,ts84200,Best.Worst.Weekend.Ever.,1,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018.0000000000002,TV-PG,25.0,tt7768010,6.4,297.0,2,0
2577,ts82500,Treehouse Detectives,1,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts toÂ solve mysteries inÂ their own backyard.",2018.0000000000002,TV-Y7,24.000000000000004,tt8591984,7.6,93.0,2,0
2581,ts82192,Samantha!,1,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",2018.0000000000002,TV-MA,28.0,tt6626676,6.6,513.0,4,0
2582,tm306631,Trevor Noah: Afraid of the Dark,0,Trevor Noah stars in his first Netflix special.,2017.0,PG-13,68.0,tt6562866,7.199999999999999,5121.0,3,0
2590,ts55533,Legend Quest,1,"When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",2017.0,TV-Y7,26.0,tt5038900,7.299999999999999,446.0,2,0
2593,ts82843,The Curious Creations of Christine McConnell,1,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018.0000000000002,TV-PG,27.0,tt8773080,7.699999999999999,2391.0,2,0
2595,tm358609,Sara's Notebook,0,"Laura has spent years looking for her sister Sara who went missing in the depths of the jungle in the Congo. Neither the NGO she works for, nor the embassy, have news on her whereabouts until a photo appears of Sara in a mining town. Apparently, Sara is being held captive by The Hawk, the fearsome rebel leader who controls the mafias behind the prized mineral coltan.",2018.0000000000002,R,115.0,tt6599742,5.9,2699.0,4,0
2596,ts75887,Paul Hollywood's Big Continental Road Trip,1,Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.,2017.0,TV-14,58.00000000000001,tt7936386,7.4,206.0,3,0
2602,tm233345,Love Beats Rhymes,0,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",2017.0,R,105.00000000000001,tt4721022,5.4,1057.0,4,0
2605,ts90941,"Heidi, bienvenida a casa",1,No description available,2017.0,TV-Y,46.0,tt7183310,6.199999999999999,20.0,1,0
2618,tm324204,Monster Island,0,"Young Lucas finds out he's not really a human after he surprisingly transforms into a monster in front of the most popular kids at school. His search for Monster Island and his real roots takes him on a fabulously scary journey that puts him face to face with more tentacles, fangs and far-out situations than he can shake one of his new wings at.",2017.0,PG,80.0,tt6269658,4.7,728.0,2,0
2634,tm558730,A Champion Heart,0,"A troubled girl finds faith, hope, and healing through a relationship with a wounded horse.",2018.0000000000002,G,90.0,tt4738912,5.9,395.0,1,0
2637,ts84644,Westside,1,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,2018.0000000000002,TV-MA,47.0,tt8693758,6.0,168.0,4,0
2641,tm300440,The Mansion,0,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",2017.0,PG-13,100.0,tt7029854,4.6,2592.0,3,0
2642,ts55484,My Only Love Song,1,"Song Soo-Jung is an arrogant pop star who believes not only that status and money can get you anywhere, but that it defines your worth. She accidentally falls into a time-slip portal and travels back in time to the Joseon era where she meets On-Dal, a man who loves money yet is generous to those without.",2017.0,TV-MA,36.0,tt6125832,7.0,647.0,4,0
2643,ts81856,Borges,1,"Four employees of an import company discover that they were cheated by their former boss with a proposed society. Now with the bankrupt company, it is up to this quartet to solve all the processes and debts of the company. With no money to clear all accounts, they decide to create a video channel for the internet.",2018.0000000000002,TV-MA,24.000000000000004,tt7895652,6.199999999999999,168.0,4,0
2644,ts76771,Stretch Armstrong & the Flex Fighters,1,"When overscheduled teenager Jake Armstrong and his two best friends are accidentally exposed to an experimental chemical, they become Stretch Armstrong and the Flex Fighters, a team of unlikely superheroes who expand beyond the confines of their lives and embark on a series of adventures.",2017.0,TV-G,23.0,tt1379164,6.199999999999999,307.0,1,0
2647,ts79585,Dinotrux: Supercharged,1,"Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",2017.0,TV-Y7,23.0,tt7620702,7.5,94.0,2,0
